31/12/2025,-119.27,AMAZON SYDNEY
31/12/2025,-40.25,DOME CAFE COTTESLOE
30/12/2025,-27.64,HUNGRY JACK'S MIDLAND
30/12/2025,-16.00,READING CINEMAS BELMONT
28/12/2025,-55.23,UBER SYDNEY
28/12/2025,-45.03,AMAZON SYDNEY
28/12/2025,-60.69,IGA SUBIACO
27/12/2025,-156.32,ALIEXPRESS NORTH SYDNEY
26/12/2025,-151.22,ALDI MORLEY
24/12/2025,-7.28,READING CINEMAS PERTH
22/12/2025,-108.08,WOOLWORTHS PERTH
21/12/2025,-25.26,PRICELINE PHARMACY GARDEN CITY
21/12/2025,-129.48,AMAZON SYDNEY
21/12/2025,-32.43,NANDO'S PERTH
20/12/2025,-45.22,TERRY WHITE CHEMMART SUBIACO
20/12/2025,-81.08,UBER SYDNEY
19/12/2025,-164.05,TELSTRA PERTH
19/12/2025,-92.05,TARGET MORLEY
18/12/2025,-57.24,SUBWAY PERTH
18/12/2025,-51.03,SHELL MORLEY
16/12/2025,-106.02,UBER SYDNEY
15/12/2025,-57.62,KMART CAROUSEL
14/12/2025,-53.47,ALDI MIDLAND
14/12/2025,-107.13,WOOLWORTHS PERTH
13/12/2025,-81.40,TARGET INNALOO
13/12/2025,-60.08,CALTEX VICTORIA PARK
13/12/2025,-59.05,BUNNINGS INNALOO
11/12/2025,-12.62,SUBWAY NORTHBRIDGE
10/12/2025,-60.00,COLES PERTH
09/12/2025,-17.17,APPLE.COM/BILL SYDNEY
09/12/2025,-112.42,COLES CLAREMONT
08/12/2025,-54.32,SUBWAY NORTHBRIDGE
07/12/2025,-21.93,HUNGRY JACK'S CANNINGTON
06/12/2025,-44.15,WOOLWORTHS FREMANTLE
06/12/2025,-107.96,HBF HEALTH LIMITED PERTH
06/12/2025,-72.43,TARGET MORLEY
05/12/2025,-65.75,RAC INSURANCE PERTH
05/12/2025,-99.32,WOOLWORTHS JOONDALUP
04/12/2025,-115.54,IGA SUBIACO
02/12/2025,-106.40,WATER CORPORATION PERTH
29/11/2025,-60.80,IGA SUBIACO
28/11/2025,-143.10,SYNERGY PERTH
28/11/2025,-49.44,RAC INSURANCE PERTH
27/11/2025,-107.81,FARMER JACKS FLOREAT
24/11/2025,-46.83,BP FREMANTLE
23/11/2025,-61.34,UBER SYDNEY
23/11/2025,-8.77,STEAM PURCHASE SYDNEY
22/11/2025,-135.25,ALDI MORLEY
21/11/2025,-93.86,ALDI PERTH
21/11/2025,-76.16,COLES PERTH
21/11/2025,-151.55,AMAZON SYDNEY
20/11/2025,-93.11,COLES COTTESLOE
19/11/2025,-78.46,ALDI MORLEY
18/11/2025,-7.68,APPLE.COM/BILL SYDNEY
17/11/2025,-45.11,RAC INSURANCE PERTH
17/11/2025,-86.85,KMART CAROUSEL
16/11/2025,-73.78,SHELL PERTH
16/11/2025,-94.55,BP NEDLANDS
13/11/2025,-7.46,READING CINEMAS PERTH
13/11/2025,-58.60,IGA SUBIACO
12/11/2025,-112.64,BUNNINGS INNALOO
